Ticker;Name;Fitch Long Term Issuer Default Rating;Cntry Terrtry;GICS Sector
TGSU2 AR Equity;TRANSPORTADORA DE GAS SUR-B;B-;AR;Energy
CREDITC1 PE Equity;BANCO DE CREDITO DEL PERU-C;BBB;PE;Financials
SCOTIAC1 PE Equity;SCOTIABANK PERU-COMMON;A-;PE;Financials
BUENAVC1 PE Equity;CIA DE MINAS BUENAVENTUR-COM;BB;PE;Materials
INTERBC1 PE Equity;INTERBANK-COMUN;BBB;PE;Financials
SCCO US Equity;SOUTHERN COPPER CORP;BBB+;US;Materials
VOLCABC1 PE Equity;VOLCAN CIA MINERA SAA-CMN B;B;PE;Materials
LNG US Equity;CHENIERE ENERGY INC;BBB;US;Energy
USIM5 BZ Equity;USINAS SIDER MINAS GER-PF A;BB;BZ;Materials
GFNORTEO MM Equity;GRUPO FINANCIERO BANORTE-O;BBB-;MX;Financials
ARCLK TI Equity;ARCELIK AS;B+;TU;Consumer Discretionary
EREGL TI Equity;EREGLI DEMIR VE CELIK FABRIK;BB-;TU;Materials
FROTO TI Equity;FORD OTOMOTIV SANAYI AS;BB+;TU;Consumer Discretionary
YKBNK TI Equity;YAPI VE KREDI BANKASI;BB-;TU;Financials
902 HK Equity;HUANENG POWER INTL INC-H;A-;CH;Utilities
MCK US Equity;MCKESSON CORP;A-;US;Health Care
AF FP Equity;AIR FRANCE-KLM;BBB-;FR;Industrials
ENGI FP Equity;ENGIE;BBB+;FR;Utilities
ASSA PP Equity;GRUPO ASSA S.A.;BBB-;PN;
LMT US Equity;LOCKHEED MARTIN CORP;A;US;Industrials
COR US Equity;CENCORA INC;A-;US;Health Care
1193 HK Equity;CHINA RESOURCES GAS GROUP LT;A-;HK;Utilities
KIJA IJ Equity;KAWASAN INDUSTRI JABABEKA TB;B-;ID;Real Estate
2845 TT Equity;FAR EASTERN INTL BANK;BBB;TA;Financials
NISP IJ Equity;BANK OCBC NISP TBK PT;BBB;ID;Financials
601398 CH Equity;IND & COMM BK OF CHINA-A;A;CH;Financials
GRUMAB MM Equity;GRUMA S.A.B.-B;BBB+;MX;Consumer Staples
ORBIA* MM Equity;ORBIA ADVANCE CORP SAB DE CV;BBB-;MX;Materials
PE&OLES* MM Equity;INDUSTRIAS PENOLES SAB DE CV;BBB;MX;Materials
FEMSAUBD MM Equity;FOMENTO ECONOMICO MEXICA-UBD;A;MX;Consumer Staples
CSNA3 BZ Equity;CIA SIDERURGICA NACIONAL SA;B;BZ;Materials
CAP CI Equity;CAP SA;BB+;CL;Materials
BOGOTA CB Equity;BANCO DE BOGOTA;BB;CO;Financials
OCCID CB Equity;BANCO DE OCCIDENTE S.A.;BB;CO;Financials
CORFICOL CB Equity;CORP FINANCIERA COLOMBIANA;BB;CO;Financials
PROMIG CB Equity;PROMIGAS SA ESP;BBB-;CO;Utilities
BRKM5 BZ Equity;BRASKEM SA-PREF A;CC;BZ;Materials
BAZA3 BZ Equity;BANCO DA AMAZONIA SA;BB;BZ;Financials
BEES3 BZ Equity;BANESTES SA-BANCO ESTADO ESP;BB-;BZ;Financials
BSLI3 BZ Equity;BRB BANCO DE BRASILIA SA;CCC;BZ;Financials
GGBR4 BZ Equity;GERDAU SA-PREF;BBB;BZ;Materials
EMBJ3 BZ Equity;EMBRAER SA;BBB-;BZ;Industrials
KLBN4 BZ Equity;KLABIN SA-PREF;BB+;BZ;Materials
PTSB ID Equity;PERMANENT TSB GROUP HOLDINGS;BBB;IR;Financials
COF US Equity;CAPITAL ONE FINANCIAL CORP;A-;US;Financials
ALLY US Equity;ALLY FINANCIAL INC;BBB-;US;Financials
SLGN US Equity;SILGAN HOLDINGS INC;BB+;US;Materials
BMA AR Equity;BANCO MACRO SA-B;CCC+;AR;Financials
CAPX AR Equity;CAPEX S.A.-A 1 VOTE;B-;AR;Energy
PAMP AR Equity;PAMPA ENERGIA SA;B-;AR;Utilities
IRSA AR Equity;IRSA SA;B-;AR;Real Estate
AKBNK TI Equity;AKBANK T.A.S.;BB-;TU;Financials
GARFA TI Equity;GARANTI FAKTORING AS;BB-;TU;Financials
QNBTR TI Equity;QNB BANK AS;BB-;TU;Financials
QNBFK TI Equity;QNB FINANSAL KIRALAMA AS;BB-;TU;Financials
PETKM TI Equity;PETKIM PETROKIMYA HOLDING AS;CCC;TU;Materials
TUPRS TI Equity;TUPRAS-TURKIYE PETROL RAFINE;BB-;TU;Energy
THYAO TI Equity;TURK HAVA YOLLARI AO;BB;TU;Industrials
SISE TI Equity;TURK SISE VE CAM FABRIKALARI;B;TU;Industrials
ISCTR TI Equity;TURKIYE IS BANKASI-C;BB-;TU;Financials
KLNMA TI Equity;TURKIYE KALKINMA VE YATIRIM;BB-;TU;Financials
TSKB TI Equity;TURKIYE SINAI KALKINMA BANK;BB-;TU;Financials
VESTL TI Equity;VESTEL ELEKTRONIK SANAYI;CCC+;TU;Consumer Discretionary
MINSURI1 PE Equity;MINSUR SA-INVERSIONES;BBB-;PE;Materials
BBAS3 BZ Equity;BANCO DO BRASIL S.A.;BB;BZ;Financials
ORA FP Equity;ORANGE;BBB+;FR;Communication Services
2820 TT Equity;CHINA BILLS FINANCE CORP;BBB;TA;Financials
POLI IT Equity;BANK HAPOALIM BM;A-;IS;Financials
LUMI IT Equity;BANK LEUMI LE-ISRAEL;A-;IS;Financials
BDB IM Equity;BANCO DESIO E DELLA BRIANZA;BBB-;IT;Financials
ASML NA Equity;ASML HOLDING NV;A+;NE;Information Technology
BCI CI Equity;BANCO DE CREDITO E INVERSION;A-;CL;Financials
SCOTIABK CI Equity;SCOTIABANK CHILE;A+;CL;Financials
GASCO CI Equity;EMPRESAS GASCO SA;BBB-;CL;Utilities
ECL CI Equity;ENGIE ENERGIA CHILE SA;BBB;CL;Utilities
LTM CI Equity;LATAM AIRLINES GROUP SA;BB;CL;Industrials
MOLYMET CI Equity;MOLIBDENOS Y METALES S.A.;BBB-;CL;Materials
PARAUCO CI Equity;PARQUE ARAUCO S.A.;BBB;CL;Real Estate
HPCL IN Equity;HINDUSTAN PETROLEUM CORP;BBB-;IN;Energy
BPCL IN Equity;BHARAT PETROLEUM CORP LTD;BBB-;IN;Energy
ONGC IN Equity;OIL & NATURAL GAS CORP LTD;BBB-;IN;Energy
IOCL IN Equity;INDIAN OIL CORP LTD;BBB-;IN;Energy
COTY US Equity;COTY INC-CL A;BB+;US;Consumer Staples
JSTL IN Equity;JSW STEEL LTD;BB;IN;Materials
DRI US Equity;DARDEN RESTAURANTS INC;BBB;US;Consumer Discretionary
FGP LN Equity;FIRSTGROUP PLC;BBB;GB;Industrials
ACGL US Equity;ARCH CAPITAL GROUP LTD;A;BD;Financials
WAB US Equity;WABTEC CORP;BBB;US;Industrials
ALICORC1 PE Equity;ALICORP S.A.-COMUN;BBB;PE;Consumer Staples
BAP US Equity;CREDICORP LTD;BBB;PE;Financials
OTEX CN Equity;OPEN TEXT CORP;BB+;CA;Information Technology
MOL HB Equity;MOL HUNGARIAN OIL AND GAS PL;BBB-;HU;Energy
CMCO US Equity;COLUMBUS MCKINNON CORP/NY;B+;US;Industrials
NBS LN Equity;NATIONWIDE BUILDING SOC-CCDS;A;GB;Financials
LAZ US Equity;LAZARD INC;BBB+;US;Financials
BOA MC Equity;BANK OF AFRICA;BB;MO;Financials
FDS US Equity;FACTSET RESEARCH SYSTEMS INC;BBB+;US;Financials
OIBR4 BZ Equity;OI SA-PREFERENCE;C;BZ;Communication Services
TUPY3 BZ Equity;TUPY SA;BB-;BZ;Industrials
NUTRESA CB Equity;GRUPO NUTRESA SA;BB+;CO;Consumer Staples
6005 TT Equity;CAPITAL SECURITIES CORP;BBB-;TA;Financials
EDN AR Equity;EMP DISTRIB Y COMERC NORTE;CCC+;AR;Utilities
BBRI IJ Equity;BANK RAKYAT INDONESIA PERSER;BBB;ID;Financials
GYL ED Equity;BANCO GUAYAQUIL SA;CCC+;ED;Financials
PCD ED Equity;BANCO PICHINCHA CA;CCC+;ED;Financials
PTT TB Equity;PTT PCL;BBB+;TH;Energy
BIST PP Equity;BANISTMO SA;BB+;PN;
BICC BC Equity;BANQUE INTL COMMERCE ET INDU;B+;IV;Financials
FIRSTHLD NL Equity;FIRST HOLDCO PLC;B;NG;Financials
UBA NL Equity;UNITED BANK FOR AFRICA PLC;B;NG;Financials
WEMABANK NL Equity;WEMA BANK PLC;B-;NG;Financials
TTCH IN Equity;TATA CHEMICALS LTD;BB+;IN;Materials
WPRO IN Equity;WIPRO LTD;A-;IN;Information Technology
JUBLPHAR IN Equity;JUBILANT PHARMOVA LTD;BB;IN;Health Care
TLKM IJ Equity;TELKOM INDONESIA PERSERO TBK;BBB;ID;Communication Services
SHFL IN Equity;SHRIRAM FINANCE LTD;BB+;IN;Financials
MGFL IN Equity;MANAPPURAM FINANCE LTD;BB-;IN;Financials
HBM CN Equity;HUDBAY MINERALS INC;BB-;CA;Materials
NG/ LN Equity;NATIONAL GRID PLC;BBB-;GB;Utilities
BESI NA Equity;BE SEMICONDUCTOR INDUSTRIES;BB+;NE;Information Technology
DTE GR Equity;DEUTSCHE TELEKOM AG-REG;BBB+;GE;Communication Services
STERV FH Equity;STORA ENSO OYJ-R SHS;BBB-;FI;Materials
BOV MV Equity;BANK OF VALLETTA PLC;BBB;MB;Financials
FINN US Equity;FIRST NATL OF NEBRASKA INC;BBB;US;
MOTHERSO IN Equity;SAMVARDHANA MOTHERSON INTERN;BB+;IN;Consumer Discretionary
NBK KK Equity;NATIONAL BANK OF KUWAIT;A+;KU;Financials
GBK KK Equity;GULF BANK;A;KU;Financials
CBK KK Equity;COMMERCIAL BANK OF KUWAIT;A;KU;Financials
ABK KK Equity;AL AHLI BANK OF KUWAIT;A;KU;Financials
KIB KK Equity;KUWAIT INTERNATIONAL BANK;A;KU;Financials
BURG KK Equity;BURGAN BANK;A;KU;Financials
KFH KK Equity;KUWAIT FINANCE HOUSE;A;KU;Financials
KINV KK Equity;KUWAIT INVESTMENT CO;BB;KU;Financials
KPROJ KK Equity;KUWAIT PROJECTS HOLDING;BB-;KU;Financials
ARBK JR Equity;ARAB BANK PLC;BB;JO;Financials
AHLI JR Equity;JORDAN AHLI BANK;B+;JO;Financials
BOJX JR Equity;BANK OF JORDAN;BB-;JO;Financials
JOKB JR Equity;JORDAN KUWAIT BANK;B+;JO;Financials
JOIB JR Equity;JORDAN ISLAMIC BANK;BB-;JO;Financials
ETHD JR Equity;BANK AL ETIHAD;BB-;JO;Financials
BBNI IJ Equity;BANK NEGARA INDONESIA PERSER;BBB;ID;Financials
030200 KS Equity;KT CORP;A;SK;Communication Services
ORSTED DC Equity;ORSTED A/S;BBB;DE;Utilities
IMG CN Equity;IAMGOLD CORP;B+;CA;Materials
DSCT IT Equity;ISRAEL DISCOUNT BANK-A;A-;IS;Financials
PFG US Equity;PRINCIPAL FINANCIAL GROUP;A;US;Financials
ETL FP Equity;EUTELSAT COMMUNICATIONS;BB;FR;Communication Services
MQG AU Equity;MACQUARIE GROUP LTD;A;AU;Financials
PPC GA Equity;PUBLIC POWER CORP;BB-;GR;Utilities
DHL GR Equity;DHL GROUP;A-;GE;Industrials
BKMB OM Equity;BANKMUSCAT SAOG;BBB-;OM;Financials
NBOB OM Equity;NATIONAL BANK OF OMAN SAOG;BB+;OM;Financials
COMI EY Equity;COMMERCIAL INTERNATIONAL BAN;B;EG;Financials
NBB BI Equity;NATIONAL BANK OF BAHRAIN BSC;B+;BJ;Financials
BBK BI Equity;BBK BSC;B+;BJ;Financials
BEYON BI Equity;BEYON BSC;B+;BJ;Communication Services
BKDB OM Equity;BANK DHOFAR SAOG;BB+;OM;Financials
BMPS IM Equity;BANCA MONTE DEI PASCHI SIENA;BBB-;IT;Financials
CEC GR Equity;CECONOMY AG;BB;GE;Consumer Discretionary
MZTF IT Equity;MIZRAHI TEFAHOT BANK LTD;A-;IS;Financials
ALL AU Equity;ARISTOCRAT LEISURE LTD;BBB;AU;Consumer Discretionary
SABIC AB Equity;SAUDI BASIC INDUSTRIES CORP;A+;SR;Materials
6016 TT Equity;CONCORD SECURITIES CO LTD;BB+;TA;Financials
000660 KS Equity;SK HYNIX INC;BBB;SK;Information Technology
ZABA CZ Equity;ZAGREBACKA BANKA DD;A-;HR;Financials
HLX US Equity;HELIX ENERGY SOLUTIONS GROUP;BB-;US;Energy
WTFC US Equity;WINTRUST FINANCIAL CORP;BBB+;US;Financials
FME GR Equity;FRESENIUS MEDICAL CARE AG;BBB-;GE;Health Care
STLD US Equity;STEEL DYNAMICS INC;BBB+;US;Materials
VSAT US Equity;VIASAT INC;B;US;Information Technology
NTPC IN Equity;NTPC LTD;BBB-;IN;Utilities
IMB LN Equity;IMPERIAL BRANDS PLC;BBB;GB;Consumer Staples
RYA ID Equity;RYANAIR HOLDINGS PLC;BBB+;IR;Industrials
FALAB CI Equity;FALABELLA SA;BBB-;CL;Consumer Discretionary
LUSURC1 PE Equity;LUZ DEL SUR SAA-COMUN;BBB+;PE;Utilities
KIE LN Equity;KIER GROUP PLC;BB+;GB;Industrials
1109 HK Equity;CHINA RESOURCES LAND LTD;BBB+;HK;Real Estate
ULKER TI Equity;ULKER BISKUVI SANAYI;BB;TU;Consumer Staples
SASA TI Equity;SASA POLYESTER SANAYI;CCC;TU;Materials
KNCB KN Equity;KCB GROUP PLC;B-;KN;Financials
NCBA KN Equity;NCBA GROUP PLC;B-;KN;Financials
PAIL KN Equity;SANLAM KENYA PLC;B;KN;Financials
BHW PW Equity;BANK HANDLOWY W WARSZAWIE SA;A-;PD;Financials
KRC US Equity;KILROY REALTY CORP;BBB-;US;Real Estate
GEL US Equity;GENESIS ENERGY L.P.;BB-;US;Energy
VYX US Equity;NCR VOYIX CORP;BB;US;Information Technology
DGX US Equity;QUEST DIAGNOSTICS INC;BBB+;US;Health Care
ROK US Equity;ROCKWELL AUTOMATION INC;A;US;Industrials
EEFT US Equity;EURONET WORLDWIDE INC;BBB;US;Financials
BOS PW Equity;BANK OCHRONY SRODOWISKA SA;BB-;PD;Financials
1052 HK Equity;YUEXIU TRANSPORT INFRASTRUCT;BBB;HK;Industrials
BOB IN Equity;BANK OF BARODA;BBB-;IN;Financials
036460 KS Equity;KOREA GAS CORPORATION;AA-;SK;Utilities
AMT US Equity;AMERICAN TOWER CORP;BBB+;US;Real Estate
024110 KS Equity;INDUSTRIAL BANK OF KOREA;AA-;SK;Financials
EDP PL Equity;EDP SA;BBB;PO;Utilities
TTKOM TI Equity;TURK TELEKOMUNIKASYON AS;BB-;TU;Communication Services
HALKB TI Equity;TURKIYE HALK BANKASI;BB-;TU;Financials
AMZN US Equity;AMAZON.COM INC;AA-;US;Consumer Discretionary
BBCA IJ Equity;BANK CENTRAL ASIA TBK PT;BBB;ID;Financials
UNBK IN Equity;UNION BANK OF INDIA;BBB-;IN;Financials
VOYA US Equity;VOYA FINANCIAL INC;A-;US;Financials
RED SM Equity;REDEIA CORP SA;A-;SP;Utilities
KKR US Equity;KKR & CO INC;A;US;Financials
BQDC EY Equity;BANQUE DU CAIRE SAE;B;EG;
CIH MC Equity;CREDIT IMMOBILIER ET HOTELIE;BB;MO;Financials
VLK NA Equity;VAN LANSCHOT KEMPEN NV;A-;NE;Financials
SBSP3 BZ Equity;CIA SANEAMENTO BASICO DE SP;BB+;BZ;Utilities
RENT3 BZ Equity;LOCALIZA RENT A CAR;BB+;BZ;Industrials
MASQ UH Equity;MASHREQBANK;A;UA;Financials
AENZAC1 PE Equity;AENZA SAA;BB-;PE;Industrials
GRUPOSUR CB Equity;GRUPO DE INV SURAMERICANA;BB+;CO;Financials
SKBNK TI Equity;SEKERBANK;B+;TU;Financials
392 HK Equity;BEIJING ENTERPRISES HLDGS;A-;HK;Utilities
576 HK Equity;ZHEJIANG EXPRESSWAY CO-H;A;CH;Industrials
000776 CH Equity;GF SECURITIES CO LTD-A;BBB;CH;Financials
600000 CH Equity;SHANGHAI PUDONG DEVEL BANK-A;BBB;CH;Financials
RHC AU Equity;RAMSAY HEALTH CARE LTD;BBB-;AU;Health Care
NPI CN Equity;NORTHLAND POWER INC;BBB;CA;Utilities
ALV US Equity;AUTOLIV INC;BBB+;SW;Consumer Discretionary
VLO US Equity;VALERO ENERGY CORP;BBB;US;Energy
BOI IN Equity;BANK OF INDIA;BBB-;IN;Financials
LEVI US Equity;LEVI STRAUSS & CO- CLASS A;BBB-;US;Consumer Discretionary
SLG US Equity;SL GREEN REALTY CORP;BB+;US;Real Estate
MRSA5B BZ Equity;MRS LOGISTICA SA-PREF A;BB+;BZ;Industrials
SAB SM Equity;BANCO DE SABADELL SA;BBB+;SP;Financials
ABOB OM Equity;AHLI BANK;BB+;OM;Financials
POWF IN Equity;POWER FINANCE CORPORATION;BBB-;IN;Financials
BN CN Equity;BROOKFIELD CORP;A-;CA;Financials
ERF FP Equity;EUROFINS SCIENTIFIC;BBB-;LX;Health Care
ERG IM Equity;ERG SPA;BBB-;IT;Utilities
GAIL IN Equity;GAIL INDIA LTD;BBB-;IN;Utilities
EPR US Equity;EPR PROPERTIES;BBB-;US;Real Estate
ATB TU Equity;ARAB TUNISIAN BANK;B-;TN;Financials
UBCI TU Equity;UNION BANC. COM. & INDUSTRIE;B-;TN;Financials
SAH US Equity;SONIC AUTOMOTIVE INC-CLASS A;BB;US;Consumer Discretionary
RHP US Equity;RYMAN HOSPITALITY PROPERTIES;BB;US;Real Estate
AMKR US Equity;AMKOR TECHNOLOGY INC;BB+;US;Information Technology
BX US Equity;BLACKSTONE INC;A+;US;Financials
FE US Equity;FIRSTENERGY CORP;BBB;US;Utilities
MKSI US Equity;MKS INC;BB;US;Information Technology
INGR US Equity;INGREDION INC;BBB;US;Consumer Staples
914 HK Equity;ANHUI CONCH CEMENT CO LTD-H;A;CH;Materials
PWR US Equity;QUANTA SERVICES INC;BBB;US;Industrials
CG US Equity;CARLYLE GROUP INC/THE;A-;US;Financials
WCC US Equity;WESCO INTERNATIONAL INC;BB+;US;Industrials
TLV RO Equity;BANCA TRANSILVANIA SA;BBB-;RO;Financials
SCHP FP Equity;SECHE ENVIRONNEMENT;BB;FR;Industrials
CCI US Equity;CROWN CASTLE INC;BBB+;US;Real Estate
AQN CN Equity;ALGONQUIN POWER & UTILITIES;BBB;CA;Utilities
INF LN Equity;INFORMA PLC;BBB;GB;Communication Services
ISA CB Equity;INTERCONEXION ELECTRICA SA;BBB-;CO;Utilities
ETB CB Equity;EMPRESA DE TELECOM DE BOGOTA;BB;CO;Communication Services
GTY US Equity;GETTY REALTY CORP;BBB-;US;Real Estate
SBAC US Equity;SBA COMMUNICATIONS CORP;BBB-;US;Real Estate
ALA CN Equity;ALTAGAS LTD;BBB;CA;Utilities
CNX US Equity;CNX RESOURCES CORP;BB+;US;Energy
KZTK KZ Equity;KAZAKHTELECOM;BBB-;KZ;Communication Services
EGIE3 BZ Equity;ENGIE BRASIL ENERGIA SA;BB+;BZ;Utilities
FORTUM FH Equity;FORTUM OYJ;BBB+;FI;Utilities
ACE IM Equity;ACEA SPA;BBB+;IT;Utilities
1171 HK Equity;YANKUANG ENERGY GROUP CO-H;BB+;CH;Energy
2836 TT Equity;BANK OF KAOHSIUNG;BBB+;TA;Financials
600170 CH Equity;SHANGHAI CONSTRUCTION GROU-A;BBB;CH;Industrials
6425 JP Equity;UNIVERSAL ENTERTAINMENT CORP;B-;JN;Consumer Discretionary
AXSB IN Equity;AXIS BANK LTD;BB+;IN;Financials
HSBK KZ Equity;HALYK SAVINGS BANK-KAZAKHSTN;BBB-;KZ;Financials
BMRI IJ Equity;BANK MANDIRI PERSERO TBK PT;BBB;ID;Financials
AMP AU Equity;AMP LTD;BBB+;AU;Financials
CSGP US Equity;COSTAR GROUP INC;BBB;US;Real Estate
RSG US Equity;REPUBLIC SERVICES INC;A-;US;Industrials
PAA US Equity;PLAINS ALL AMER PIPELINE LP;BBB;US;Energy
GIL CN Equity;GILDAN ACTIVEWEAR INC;BBB;CA;Consumer Discretionary
DCH US Equity;DAUCH CORPORATION;BB-;US;Consumer Discretionary
GS US Equity;GOLDMAN SACHS GROUP INC;A;US;Financials
ATLC US Equity;ATLANTICUS HOLDINGS CORP;B;US;Financials
BATS LN Equity;BRITISH AMERICAN TOBACCO PLC;BBB+;GB;Consumer Staples
SRE US Equity;SEMPRA;BBB+;US;Utilities
CBK IN Equity;CANARA BANK;BBB-;IN;Financials
MCO US Equity;MOODY'S CORP;BBB+;US;Financials
PEO PW Equity;BANK PEKAO SA;BBB+;PD;Financials
ARNB AB Equity;ARAB NATIONAL BANK;A-;SR;Financials
GTC PW Equity;GLOBE TRADE CENTRE SA;B;PD;Real Estate
CNC US Equity;CENTENE CORP;BBB;US;Health Care
SABB AB Equity;SAUDI AWWAL BANK;A-;SR;Financials
TCELL TI Equity;TURKCELL ILETISIM HIZMET AS;BB-;TU;Communication Services
AVAL CB Equity;GRUPO AVAL ACCIONES Y VAL SA;BB;CO;Financials
AXTELCPO MM Equity;AXTEL SAB DE CV - CPO;BB;MX;Communication Services
3908 HK Equity;CHINA INTERNATIONAL CAPITA-H;BBB+;CH;Financials
EWBC US Equity;EAST WEST BANCORP INC;BBB+;US;Financials
JBLU US Equity;JETBLUE AIRWAYS CORP;B-;US;Industrials
PGE PW Equity;PGE SA;BBB;PD;Utilities
RJHI AB Equity;AL RAJHI BANK;A;SR;Financials
BJAZ AB Equity;BANK AL-JAZIRA;A-;SR;Financials
ILMN US Equity;ILLUMINA INC;BBB;US;Health Care
TKA AV Equity;TELEKOM AUSTRIA AG;A-;AS;Communication Services
VAKBN TI Equity;TURKIYE VAKIFLAR BANKASI T-D;BB-;TU;Financials
UBK GR Equity;UMWELTBANK AG;BBB-;GE;Financials
ALSEA* MM Equity;ALSEA SAB DE CV;BB+;MX;Consumer Discretionary
WDP BB Equity;WAREHOUSES DE PAUW SCA;BBB+;BE;Real Estate
IPS FP Equity;IPSOS;BBB;FR;Communication Services
2886 HK Equity;BINHAI INVESTMENT COMPANY LT;BB+;HK;Utilities
686 HK Equity;BEIJING ENERGY INTERNATIONAL;A-;HK;Utilities
BNPPPL PW Equity;BNP PARIBAS BANK POLSKA SA;A+;PD;Financials
ECPG US Equity;ENCORE CAPITAL GROUP INC;BB+;US;Financials
SLM US Equity;SLM CORP;BB+;US;Financials
DVN US Equity;DEVON ENERGY CORP;BBB+;US;Energy
BYLOT GA Equity;BALLYS INTRALOT SA;B+;GR;Consumer Discretionary
PKN PW Equity;ORLEN SA;BBB+;PD;Energy
AAL LN Equity;ANGLO AMERICAN PLC;BBB+;GB;Materials
FBAVP BB Equity;BNP PARIBAS FORTIS SA- AUC;A+;BE;Financials
ADCB UH Equity;ABU DHABI COMMERCIAL BANK;A+;UA;Financials
BSF AB Equity;BANQUE SAUDI FRANSI;A-;SR;Financials
MGR AU Equity;MIRVAC GROUP;A-;AU;Real Estate
ARLP US Equity;ALLIANCE RESOURCE PARTNERS;BB;US;Energy
IRE IM Equity;IREN SPA;BBB;IT;Utilities
NOS PL Equity;NOS SGPS;BBB;PO;Communication Services
KZTO KZ Equity;KAZTRANSOIL JSC;BBB;KZ;Energy
600500 CH Equity;SINOCHEM INTL CORP-A;A-;CH;Industrials
A US Equity;AGILENT TECHNOLOGIES INC;BBB+;US;Health Care
IOB IN Equity;INDIAN OVERSEAS BANK;BBB-;IN;Financials
BEP-U CN Equity;BROOKFIELD RENEWABLE PARTNER;BBB+;CA;Utilities
RAKBANK UH Equity;NATIONAL BANK OF RAS AL-KHAI;BBB+;UA;Financials
PFD LN Equity;PREMIER FOODS PLC;BB+;GB;Consumer Staples
EMA CN Equity;EMERA INC;BBB;CA;Utilities
BFH US Equity;BREAD FINANCIAL HOLDINGS INC;BB;US;Financials
ELV US Equity;ELEVANCE HEALTH INC;A-;US;Health Care
ABG US Equity;ASBURY AUTOMOTIVE GROUP;BB;US;Consumer Discretionary
BBKP IJ Equity;BANK KB INDONESIA TBK PT;BBB;ID;Financials
SPL PW Equity;SANTANDER BANK POLSKA SA;A-;PD;Financials
600019 CH Equity;BAOSHAN IRON & STEEL CO-A;A;CH;Materials
ENEL IM Equity;ENEL SPA;BBB+;IT;Utilities
HLE GR Equity;HELLA GMBH & CO KGAA;BBB-;GE;Consumer Discretionary
KMGZ KZ Equity;KAZMUNAYGAZ NATIONAL CO JSC;BBB;KZ;Energy
MFC CN Equity;MANULIFE FINANCIAL CORP;A+;CA;Financials
FAB UH Equity;FIRST ABU DHABI BANK PJSC;AA-;UA;Financials
NATU3 BZ Equity;NATURA COSMETICOS SA;BB+;BZ;Consumer Staples
SYNA US Equity;SYNAPTICS INC;BB;US;Information Technology
ALPEKA MM Equity;ALPEK SA DE CV;BB+;MX;Materials
CRL US Equity;CHARLES RIVER LABORATORIES;BBB-;US;Health Care
DTE US Equity;DTE ENERGY COMPANY;BBB;US;Utilities
088350 KS Equity;HANWHA LIFE INSURANCE CO LTD;A;SK;Financials
HCLT IN Equity;HCL TECHNOLOGIES LTD;A-;IN;Information Technology
ENTG US Equity;ENTEGRIS INC;BB;US;Information Technology
PFDAVVND CB Equity;BANCO DAVIVIENDA SA;BB;CO;Financials
PWGR IN Equity;POWER GRID CORP OF INDIA LTD;BBB-;IN;Utilities
HUDCO IN Equity;HOUSING & URBAN DEV CORP LTD;BBB-;IN;Financials
TDY US Equity;TELEDYNE TECHNOLOGIES INC;BBB;US;Information Technology
MET US Equity;METLIFE INC;A;US;Financials
TNET US Equity;TRINET GROUP INC;BB+;US;Industrials
CYH US Equity;COMMUNITY HEALTH SYSTEMS INC;CCC+;US;Health Care
TTMI US Equity;TTM TECHNOLOGIES;BB;US;Information Technology
GPN US Equity;GLOBAL PAYMENTS INC;BBB;US;Financials
KOF FP Equity;KAUFMAN & BROAD SA;BBB-;FR;Consumer Discretionary
ISFIN TI Equity;IS FINANSAL KIRALAMA AS;BB-;TU;Financials
AEFES TI Equity;ANADOLU EFES BIRACILIK VE;BB;TU;Consumer Staples
ZOREN TI Equity;ZORLU ENERJI ELEKTRIK URETIM;B+;TU;Utilities
ENG SM Equity;ENAGAS SA;BBB+;SP;Utilities
GLJ GR Equity;GRENKE AG;BBB;GE;Financials
DIB UH Equity;DUBAI ISLAMIC BANK;A;UA;Financials
GMAB DC Equity;GENMAB A/S;BB;DE;Health Care
PRE ED Equity;BANCO DE LA PRODUCCION SA;B-;ED;Financials
NEMAKA MM Equity;NEMAK SAB DE CV;BBB-;MX;Consumer Discretionary
XEL US Equity;XCEL ENERGY INC;BBB+;US;Utilities
8306 JP Equity;MITSUBISHI UFJ FINANCIAL GRO;A-;JN;Financials
966 HK Equity;CHINA TAIPING INSURANCE HOLD;A-;HK;Financials
CCL LN Equity;CARNIVAL PLC;BBB-;US;Consumer Discretionary
BDO PM Equity;BDO UNIBANK INC;BBB-;PH;Financials
ENGI3 BZ Equity;ENERGISA S.A.;BB+;BZ;Utilities
2897 TT Equity;O-BANK CO LTD;BBB;TA;Financials
2408 TT Equity;NANYA TECHNOLOGY CORP;BB+;TA;Information Technology
SNX US Equity;TD SYNNEX CORP;BBB-;US;Information Technology
RENE PL Equity;REDES ENERGETICAS NACIONAIS;BBB;PO;Utilities
BHARTI IN Equity;BHARTI AIRTEL LTD;BBB-;IN;Communication Services
TEMN SW Equity;TEMENOS AG - REG;BBB;SZ;Information Technology
FLO US Equity;FLOWERS FOODS INC;BBB-;US;Consumer Staples
AMXB MM Equity;AMERICA MOVIL SAB DE C-SER B;A-;MX;Communication Services
ZBH US Equity;ZIMMER BIOMET HOLDINGS INC;BBB;US;Health Care
WTW US Equity;WILLIS TOWERS WATSON PLC;BBB+;GB;Financials
AMN US Equity;AMN HEALTHCARE SERVICES INC;BB;US;Health Care
BRD RO Equity;BRD-GROUPE SOCIETE GENERALE;BBB+;RO;Financials
